"rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date"
8685,satansslutxxxx,2688,,"New South Wales, Australia",New South Wales,Australia,"New South Wales, Australia",,"New South Wales, Australia",,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8686,blakeoncam,2685,,California,California,,California,,California,,,,CA,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8687,dix_jackson,2685,,"California, USA",California,USA,"California, USA",,"California, USA",,,,CA,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8688,putinhotjk,2684,,"Tijuca, Rio de Janeiro",Tijuca,Rio de Janeiro,"Tijuca, Rio de Janeiro",,"Tijuca, Rio de Janeiro",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8689,jasonbig7,2681,2100,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8690,richardxstephen,2680,,United States,United States,,United States,,United States,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8691,alexdaltonxxx,2679,,"Allentown, PA",Allentown,PA,"Allentown, PA",,"Allentown, PA",,,,PA,ALLENTOWN,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8692,bttmbarber,2679,,3246 N Halsted St Chi IL 60657,3246 N Halsted St Chi IL 60657,,3246 N Halsted St Chi IL 60657,,3246 N Halsted St Chi IL 60657,,,,,,2022-05-27 02:00:00.000,2022-04-28 02:00:00,2022-05-28 02:00:00.000
8693,jasonmaxwellxxx,2675,,"New York, USA",New York,USA,"New York, USA",,"New York, USA",,,,NY,,2022-05-27 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
8694,superboy_or,2671,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8695,billyowenxxx,2669,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8696,peedrofoxx,2669,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8697,greedyriders,2665,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8698,luisloganxxx,2664,74,"Boston, MA",Boston,MA,"Boston, MA",,"Boston, MA",,,,MA,BOSTON,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
8699,shanesandersx,2662,35,"Missouri, USA",Missouri,USA,"Missouri, USA",,"Missouri, USA",,,,MO,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8700,leedsasslad,2662,,England,England,,England,,England,,,,,,2022-05-14 02:00:00.000,2022-05-06 02:00:00,2022-05-28 02:00:00.000
8701,deacon_strokes,2662,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8702,lev_black_xx,2660,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8703,thelondonpierce,2658,,United States,United States,,United States,,United States,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8704,dxenzo_,2658,269,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
8705,lopemuscleparis,2657,36,"Courbevoie, France",Courbevoie,France,"Courbevoie, France",,"Courbevoie, France",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8706,youngmenace21,2657,265,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8707,jayrok707,2656,,"California, USA",California,USA,"California, USA",,"California, USA",,,,CA,,2022-04-20 02:00:00.000,2022-03-23 01:00:00,2022-05-28 02:00:00.000
8708,beardamo1,2644,,"Glasgow, Scotland",Glasgow,Scotland,"Glasgow, Scotland",,"Glasgow, Scotland",,,,,,2022-05-27 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
8709,jasonpierce69,2639,,Free OF Video➡️➡️,Free OF Video➡️➡️,,Free OF Video➡️➡️,,Free OF Video➡️➡️,,,,,,2022-05-28 02:00:00.000,2022-05-12 02:00:00,2022-05-28 02:00:00.000
8710,renxbuckingham,2639,,"Rizal, Calabarzon",Rizal,Calabarzon,"Rizal, Calabarzon",,"Rizal, Calabarzon",,,,,,2022-05-27 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
8711,endisidlevi,2638,,South Africa,South Africa,,South Africa,,South Africa,,,,,,2022-03-06 01:00:00.000,2022-03-04 01:00:00,2022-05-28 02:00:00.000
8712,teddyhellasxxx,2635,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-04-22 02:00:00.000,2022-04-22 02:00:00,2022-05-28 02:00:00.000
8713,mastinmax,2632,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8714,justanotherjock,2631,600,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
8715,korbinandcody,2621,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-04 02:00:00.000,2022-04-18 02:00:00,2022-05-28 02:00:00.000
8716,rowban89,2621,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8717,german21elp,2618,,"El Paso, TX",El Paso,TX,"El Paso, TX",,"El Paso, TX",,,,TX,EL PASO,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8718,brofessor94,2616,19,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8719,twinkdream1,2612,1700,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8720,thespideygay,2611,51,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8721,olliekingxxx,2602,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
8722,jimmycrackerxxx,2602,,"Brazil, IN",Brazil,IN,"Brazil, IN",,"Brazil, IN",,,,IN,,2022-05-27 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
8723,tysonmandingoxx,2600,665,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8724,realloganmuscle,2599,775,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-09 02:00:00,2022-05-28 02:00:00.000
8725,andreberkov,2594,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8726,cumdumpuk,2593,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
8727,_nate_hartford,2589,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8728,forsetiwolf_xl,2588,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8729,powercumbottom,2584,,"Paris, Frankreich",Paris,Frankreich,"Paris, Frankreich",,"Paris, Frankreich",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
8730,hornedants,2582,149,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8731,arjs68,2582,,"Arkansas, USA",Arkansas,USA,"Arkansas, USA",,"Arkansas, USA",,,,AR,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8732,oliverramsayxxx,2574,,"Berlin, Germany",Berlin,Germany,"Berlin, Germany",,"Berlin, Germany",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8733,jamesflint56,2574,,Vereinigte Staaten,Vereinigte Staaten,,Vereinigte Staaten,,Vereinigte Staaten,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8734,felixbttm,2572,,,,,,,,,,,,,2022-05-25 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8735,valentinofuexxx,2566,,"FT. Lauderdale, Florida",FT. Lauderdale,Florida,"FT. Lauderdale, Florida",,"FT. Lauderdale, Florida",,,,FL,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8736,kinkydomaus,2565,,"West Gippsland, VIC",West Gippsland,VIC,"West Gippsland, VIC",,"West Gippsland, VIC",,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8737,kiltro_p,2564,,"Temuco, Chile",Temuco,Chile,"Temuco, Chile",,"Temuco, Chile",,,,,,2022-05-27 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
8738,johndoebosma,2563,,"Boston, MA",Boston,MA,"Boston, MA",,"Boston, MA",,,,MA,BOSTON,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
8739,ryxxxjames,2563,800,"Phoenix, AZ",Phoenix,AZ,"Phoenix, AZ",,"Phoenix, AZ",,,,AZ,PHOENIX,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8740,vicctormask,2557,,,,,,,,,,,,,2022-04-17 02:00:00.000,2022-04-13 02:00:00,2022-05-28 02:00:00.000
8741,zanderdeanxxx,2555,,"Cleveland, OH",Cleveland,OH,"Cleveland, OH",,"Cleveland, OH",,,,OH,CLEVELAND,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8742,trippevans3,2553,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8743,_glitch_maus,2553,,"Chicago, Illinois",Chicago,Illinois,"Chicago, Illinois",,"Chicago, Illinois",,,,IL,CHICAGO,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8744,milkerguy,2553,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8745,loganmayx,2543,,"Nashville, TN",Nashville,TN,"Nashville, TN",,"Nashville, TN",,,,TN,NASHVILLE,2022-04-21 02:00:00.000,2022-04-15 02:00:00,2022-05-28 02:00:00.000
8746,drakedurhamxxx,2539,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8747,seattleboy9,2537,,"Seattle, WA",Seattle,WA,"Seattle, WA",,"Seattle, WA",,,,WA,SEATTLE,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8748,blakeadams21,2536,121, Midwest,Midwest,,Midwest,,Midwest,,,,FL,,2022-03-29 02:00:00.000,2022-03-06 01:00:00,2022-05-28 02:00:00.000
8749,antsbz,2536,,Paris,Paris,,Paris,,Paris,,,,,,2022-05-27 02:00:00.000,2022-04-28 02:00:00,2022-05-28 02:00:00.000
8750,white4blackus,2535,,,,,,,,,,,,,2022-05-17 02:00:00.000,2022-05-06 02:00:00,2022-05-28 02:00:00.000
8751,chris85xx,2531,,Norddeutschland,Norddeutschland,,Norddeutschland,,Norddeutschland,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8752,tydriicky,2526,,"North Chicago, IL",North Chicago,IL,"North Chicago, IL",,"North Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-08 02:00:00,2022-05-28 02:00:00.000
8753,hazdang,2525,1100,"Cairns, Queensland",Cairns,Queensland,"Cairns, Queensland",,"Cairns, Queensland",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8754,jdmagicxxx,2525,,USA,USA,,USA,,USA,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8755,felixinthedigis,2524,8900,"The Hague, The Netherlands",The Hague,The Netherlands,"The Hague, The Netherlands",,"The Hague, The Netherlands",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8756,calidreamboy,2523,,your wet dreams,your wet dreams,,your wet dreams,,your wet dreams,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8757,gradstudentxxx,2520,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8758,staxusevans,2513,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8759,boderekxxx,2512,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8760,jordanedesade,2507,,NYC ,NYC,,NYC,,NYC,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8761,alexxhunterx,2507,,"Toronto, Ontario",Toronto,Ontario,"Toronto, Ontario",,"Toronto, Ontario",,,,CA,ONTARIO,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8762,velvetdaddyxxx,2499,,"Maryland, USA",Maryland,USA,"Maryland, USA",,"Maryland, USA",,,,MD,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8763,diaz_and_waters,2499,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
8764,cgoodman2001,2494,4600,las vegas,las vegas,,las vegas,,las vegas,,,,NV,LAS VEGAS,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8765,nolandknight,2488,,"Columbus, OH",Columbus,OH,"Columbus, OH",,"Columbus, OH",,,,OH,COLUMBUS,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8766,theygotmoxy,2487,2500,"Toronto, Ontario",Toronto,Ontario,"Toronto, Ontario",,"Toronto, Ontario",,,,CA,ONTARIO,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8767,leviatl69,2486,,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8768,shorty_blanco,2481,,"Salt Lake City, UT",Salt Lake City,UT,"Salt Lake City, UT",,"Salt Lake City, UT",,,,UT,SALT LAKE CITY,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8769,dickidol,2481,5,"Manhattan, NY",Manhattan,NY,"Manhattan, NY",,"Manhattan, NY",,,,NY,MANHATTAN,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8770,hotboykai,2477,1600,"Maryland, USA",Maryland,USA,"Maryland, USA",,"Maryland, USA",,,,MD,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
8771,rubentxi_urdi,2476,,"San Sebastián, España",San Sebastián,España,"San Sebastián, España",,"San Sebastián, España",,,,,,2022-04-28 02:00:00.000,2022-04-27 02:00:00,2022-05-28 02:00:00.000
8772,rhysharleyxl,2468,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8773,exhibskavi,2467,5,"Kansas City, MO",Kansas City,MO,"Kansas City, MO",,"Kansas City, MO",,,,MO,KANSAS CITY,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8774,carlos_cummacho,2466,18,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-05-28 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
8775,artillero_mad,2466,,"Madrid, Comunidad de Madrid",Madrid,Comunidad de Madrid,"Madrid, Comunidad de Madrid",,"Madrid, Comunidad de Madrid",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
8776,jaxxxofff,2457,330,chicago,chicago,,chicago,,chicago,,,,IL,CHICAGO,2022-03-30 02:00:00.000,2022-03-07 01:00:00,2022-05-28 02:00:00.000
8777,celticguynyc,2457,,"Manhattan, NY",Manhattan,NY,"Manhattan, NY",,"Manhattan, NY",,,,NY,MANHATTAN,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8778,jaynicholas07,2451,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8779,hungmiljock,2448,,"Connecticut, USA",Connecticut,USA,"Connecticut, USA",,"Connecticut, USA",,,,CT,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8780,yesnickyes1,2443,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8781,maxxx_ff,2439,,"Montréal, Québec",Montréal,Québec,"Montréal, Québec",,"Montréal, Québec",,,,,,2022-05-27 02:00:00.000,2022-04-29 02:00:00,2022-05-28 02:00:00.000
8782,xl_versatil,2435,,"Bruxelles, Belgique",Bruxelles,Belgique,"Bruxelles, Belgique",,"Bruxelles, Belgique",,,,MO,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8783,chiiboy_,2434,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
8784,twink_pwrbottom,2432,19,"Barcellona, Spagna",Barcellona,Spagna,"Barcellona, Spagna",,"Barcellona, Spagna",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8785,audiothot,2430,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8786,brandtc0x,2430,26,"Manchester, England",Manchester,England,"Manchester, England",,"Manchester, England",,,,NH,MANCHESTER,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8787,ianswordx,2427,,"Colorado, USA",Colorado,USA,"Colorado, USA",,"Colorado, USA",,,,CO,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
8788,landonryderxxx,2423,48,"Detroit, MI",Detroit,MI,"Detroit, MI",,"Detroit, MI",,,,MI,DETROIT,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8789,brett_bottoms,2422,,"West Hollywood, CA",West Hollywood,CA,"West Hollywood, CA",,"West Hollywood, CA",,,,CA,HOLLYWOOD,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8790,ass182big,2422,,"Cali, Colombia",Cali,Colombia,"Cali, Colombia",,"Cali, Colombia",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8791,xxharleyqxx,2422,,"Dallas,Tx",Dallas,Tx,"Dallas,Tx",,"Dallas,Tx",,,,TX,DALLAS,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8792,gigithegaping,2421,,Canada,Canada,,Canada,,Canada,,,,,,2022-05-26 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
8793,lukeconnorsxxx,2411,51,"California, USA",California,USA,"California, USA",,"California, USA",,,,CA,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
8794,ohlatex,2408,,Being stepped on,Being stepped on,,Being stepped on,,Being stepped on,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8795,jaipyh,2408,,"Dublin, Ireland ",Dublin,Ireland,"Dublin, Ireland",,"Dublin, Ireland",,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
8796,panteran23,2407,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8797,dreamsluttyboy1,2405,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
8798,bigbennyxxx,2404,102,🥵,🥵,,🥵,,🥵,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8799,brad_pete69,2401,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8800,eros_gaffes,2399,,Italia,Italia,,Italia,,Italia,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8801,latinguyxxx1,2396,296,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
8802,nicholas_pdxxx,2396,,"Portland, OR",Portland,OR,"Portland, OR",,"Portland, OR",,,,OR,PORTLAND,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8803,nsfwilll,2395,,Australia,Australia,,Australia,,Australia,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8804,damiantaylorxxx,2395,85,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8805,bholle12,2393,,"Nashville, TN",Nashville,TN,"Nashville, TN",,"Nashville, TN",,,,TN,NASHVILLE,2022-04-12 02:00:00.000,2022-04-06 02:00:00,2022-05-28 02:00:00.000
8806,hardpdxnudist,2391,,"Portland, Oregon",Portland,Oregon,"Portland, Oregon",,"Portland, Oregon",,,,OR,PORTLAND,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8807,xxlelijah,2389,,"Melbourne, Australia",Melbourne,Australia,"Melbourne, Australia",,"Melbourne, Australia",,,,,,2022-03-29 02:00:00.000,2022-03-27 01:00:00,2022-05-28 02:00:00.000
8808,koerosxxx,2388,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8809,tatan_lozano10,2388,,"Ibagué, Colombia",Ibagué,Colombia,"Ibagué, Colombia",,"Ibagué, Colombia",,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8810,myke_jonnes,2387,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
8811,chefedobando,2384,,"Rio de Janeiro, Brasilien",Rio de Janeiro,Brasilien,"Rio de Janeiro, Brasilien",,"Rio de Janeiro, Brasilien",,,,,,2022-05-28 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
8812,billyoceansyd,2381,,"Sydney, New South Wales",Sydney,New South Wales,"Sydney, New South Wales",,"Sydney, New South Wales",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
8813,dom4dream,2381,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8814,pinchekevv,2379,153,your dreams,your dreams,,your dreams,,your dreams,,,,,,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
8815,reinaculona,2375,,"Barcelona, España",Barcelona,España,"Barcelona, España",,"Barcelona, España",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
8816,tallbelgianmax,2373,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
8817,nalidturan,2371,,"Comunidad de Madrid, España",Comunidad de Madrid,España,"Comunidad de Madrid, España",,"Comunidad de Madrid, España",,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
8818,latintrackies,2358,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8819,daltonmasters6,2356,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
8820,ashtonsilversxx,2352,117, NV,NV,,NV,,NV,,,,NV,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
8821,sneaksnrubboy,2348,,Nordrhein-Westfalen,Nordrhein-Westfalen,,Nordrhein,Westfalen,Nordrhein-Westfalen,,,,,,2022-05-27 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
