"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date","profile_img_url"
261,@kingsmancave,10K,6798,kingsmancave,10415,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1476282116745068544/KwSG-12Y_400x400.jpg
262,@officialoli_22,10K,6825,officialoli_22,10278,243,Somewhere in Texas ,Somewhere in Texas,,Somewhere in Texas,,Somewhere in Texas,,,,,,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1500681152683814917/kQyiSG2X_400x400.jpg
263,@westexasdan,10K,6834,westexasdan,10231,216,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1522372460049584128/txU5Z52x_400x400.jpg
264,@pwrbbtmjayxxx,10K,6843,pwrbbtmjayxxx,10159,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1338756137080918016/yVr8QkOW_400x400.jpg
265,@body_by_elijah,10K,6937,body_by_elijah,9697,5800,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1299038813256327173/KBoW1A7V_400x400.jpg
266,@pupevans,10K,6967,pupevans,9573,91,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-07 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1468819125619339264/gcRCFvYP_400x400.jpg
267,@kylehammerxxx,9K,7058,kylehammerxxx,9209,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1485386317399834633/y3TAQXNa_400x400.jpg
268,@daddycumpig,9K,7066,daddycumpig,9177,434,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1478059618756702217/xdEqrqHv_400x400.jpg
269,@ifyouseektrey,9K,7072,ifyouseektrey,9134,2000,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1296574245640851467/FYcPB0jI_400x400.jpg
270,@gayandblazed_,9K,7083,gayandblazed_,9061,1300,TX ,TX,,TX,,TX,,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527789059573272576/w32Vt7RH_400x400.jpg
271,@gregandjackxxx,9K,7102,gregandjackxxx,8941,1900,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1430233376708046849/89Ke9TVO_400x400.jpg
272,@thickbeartx,9K,7107,thickbeartx,8926,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1385604416397475842/VFXnuAAa_400x400.jpg
273,@asstroaustin,9K,7108,asstroaustin,8924,,San Antonio Tx ,San Antonio Tx,,San Antonio Tx,,San Antonio Tx,,,,TX,SAN ANTONIO,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1286328623591555072/-_bFjyRi_400x400.jpg
274,@kydd_flash,9K,7123,kydd_flash,8884,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1497777252901306368/15RPn1Vg_400x400.jpg
275,@_edddtx,9K,7152,_edddtx,8770,265,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1405049680673771520/8A7lhR-f_400x400.jpg
276,@dtenbottom,9K,7189,dtenbottom,8656,37,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524273178385817600/3bpshLN3_400x400.jpg
277,@proadoniz_,9K,7199,proadoniz_,8608,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1487511586365448199/vs6ft1T9_400x400.jpg
278,@otterlypiggy,8K,7259,otterlypiggy,8294,303,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1324065320299122690/J09I9TtV_400x400.jpg
279,@nathanxxx_,8K,7324,nathanxxx_,7986,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1378834147016343554/ggJ0aBSV_400x400.jpg
280,@dazazaboy,8K,7330,dazazaboy,7952,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1522295693616074752/HeEPf4OY_400x400.jpg
281,@txpolo1,8K,7345,txpolo1,7907,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1437803659757228046/kAImcQ4f_400x400.jpg
282,@_angel_roman_,8K,7347,_angel_roman_,7903,179,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-05 02:00:00.000,2022-05-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1490958993614942208/6EYuKWkh_400x400.jpg
283,@carlosv0381,8K,7349,carlosv0381,7879,2900,San Antonio TX,San Antonio TX,,San Antonio TX,,San Antonio TX,,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1068633949591752705/ixkfWQuX_400x400.jpg
284,@sinnerpapii,8K,7354,sinnerpapii,7866,,"DFW, TX",DFW,TX,"DFW, TX",,"DFW, TX",,,,TX,,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1502441942747070465/Z_MD30us_400x400.jpg
285,@isaakhtx,8K,7363,isaakhtx,7845,262,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1530709743387410434/sHGJdnfg_400x400.jpg
286,@fitheaux,8K,7365,fitheaux,7834,1300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1520229614177726466/PdILRaHU_400x400.jpg
287,@redbottomdevil,8K,7381,redbottomdevil,7721,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1255683649934155778/DUHrrBIC_400x400.jpg
288,@texyoss,8K,7417,texyoss,7591,90,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-01 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1463289630153916423/2Go9yZwM_400x400.jpg
289,@dallasdude10,8K,7428,dallasdude10,7558,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1382679292761448451/uu7RnZlV_400x400.jpg
290,@axel_otter,7K,7446,axel_otter,7469,676,Texas,Texas,,Texas,,Texas,,,,TX,,2022-06-16 02:00:00.000,2022-06-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1356991752754855937/zFlUd4wn_400x400.jpg
291,@stonerichardsx,7K,7449,stonerichardsx,7451,88,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524735919340797953/CsVm25fT_400x400.jpg
292,@johncaxx,7K,7480,johncaxx,7313,,"Puerto Rico, USA",Puerto Rico,USA,"Puerto Rico, USA",,"Puerto Rico, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1317573828994830336/Vt3zjKaa_400x400.jpg
293,@redbull74tx,7K,7496,redbull74tx,7256,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1394125993841938436/vPSh52eE_400x400.jpg
294,@dallasbromos,7K,7542,dallasbromos,7084,6300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1520448565780393991/afH6IBkW_400x400.jpg
295,@dtxboy94,7K,7556,dtxboy94,7054,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1286500401253154816/MA-k-lhV_400x400.jpg
296,@dfwguyryan,7K,7561,dfwguyryan,7041,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1074779123262709761/zZkkaZCS_400x400.jpg
297,@fknjedi,7K,7621,fknjedi,6734,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1399817213817802753/UHr3oIFQ_400x400.jpg
298,@jaycruzart,7K,7627,jaycruzart,6706,,"Pasadena, CA",Pasadena,CA,"Pasadena, CA",,"Pasadena, CA",,,,TX,PASADENA,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1528962201905614848/pJhuuBLL_400x400.jpg
299,@marty0mar,7K,7630,marty0mar,6690,1100,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1349948276712194048/EJLaydQl_400x400.jpg
300,@muscledog00,7K,7674,muscledog00,6588,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1289538714046205952/sbzyiTG-_400x400.jpg
301,@texasgloryhole,7K,7684,texasgloryhole,6561,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1495860364382253062/uPPJAlMh_400x400.jpg
302,@jacobdixxxon,6K,7723,jacobdixxxon,6439,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/961804714340790273/Mu3OlOmc_400x400.jpg
303,@thorblack20,6K,7767,thorblack20,6266,221,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484301919485108226/P_Roq37-_400x400.jpg
304,@boytoyt_20,6K,7775,boytoyt_20,6242,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1502104855195881475/PPVCC4nD_400x400.jpg
305,@jonnyapplebeard,6K,7801,jonnyapplebeard,6167,159,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-07 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1517350570885103616/-jFck997_400x400.jpg
306,@jvcumb,6K,7826,jvcumb,6081,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-09 02:00:00.000,2022-05-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1503107662375968777/brtcn03h_400x400.jpg
307,@dallassexc,6K,7831,dallassexc,6077,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1520399913657511936/CowVck4A_400x400.jpg
308,@sweatygymcox,6K,7842,sweatygymcox,6051,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1503706426195292164/DZDVD73L_400x400.jpg
