"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date"
404,@asherconor,K,10018,asherconor,406,,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-06-02 02:00:00.000,2022-05-27 02:00:00.000,2022-06-03 02:00:00.000
405,@lealchx,K,10057,lealchx,335,21,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-06-03 02:00:00.000,2022-05-10 02:00:00.000,2022-06-03 02:00:00.000
406,@liamlucaxxx,K,10100,liamlucaxxx,295,,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-06-02 02:00:00.000,2022-05-15 02:00:00.000,2022-06-03 02:00:00.000
407,@axelstjohn,K,10109,axelstjohn,288,7,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-06-02 02:00:00.000,2022-05-24 02:00:00.000,2022-06-03 02:00:00.000
408,@blakejordanxxx,K,10148,blakejordanxxx,249,,"Orlando, FL",Orlando,FL,"Orlando, FL",,"Orlando, FL",,,,FL,ORLANDO,2022-06-02 02:00:00.000,2022-05-29 02:00:00.000,2022-06-03 02:00:00.000
409,@ftlmaskedx,K,10153,ftlmaskedx,245,,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-06-02 02:00:00.000,2022-05-21 02:00:00.000,2022-06-03 02:00:00.000
410,@persianotterxxx,K,10155,persianotterxxx,243,,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-06-02 02:00:00.000,2022-05-25 02:00:00.000,2022-06-03 02:00:00.000
411,@nwflcumdump,K,10166,nwflcumdump,234,,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-06-02 02:00:00.000,2022-04-25 02:00:00.000,2022-06-03 02:00:00.000
412,@oceaneyes21_,K,10182,oceaneyes21_,220,42,"Tampa, FL",Tampa,FL,"Tampa, FL",,"Tampa, FL",,,,FL,TAMPA,2022-06-02 02:00:00.000,2022-05-24 02:00:00.000,2022-06-03 02:00:00.000
413,@girthfan87,K,10183,girthfan87,218,258,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-06-02 02:00:00.000,2022-05-24 02:00:00.000,2022-06-03 02:00:00.000
414,@jasontfitness,K,10194,jasontfitness,212,,"Jacksonville, FL",Jacksonville,FL,"Jacksonville, FL",,"Jacksonville, FL",,,,FL,JACKSONVILLE,2022-06-02 02:00:00.000,2022-05-18 02:00:00.000,2022-06-03 02:00:00.000
415,@florida_vers,K,10204,florida_vers,204,,"Kissimmee, FL",Kissimmee,FL,"Kissimmee, FL",,"Kissimmee, FL",,,,FL,,2022-06-02 02:00:00.000,2022-05-28 02:00:00.000,2022-06-03 02:00:00.000
416,@adamxmonroe,K,10260,adamxmonroe,136,,"Gainesville, FL",Gainesville,FL,"Gainesville, FL",,"Gainesville, FL",,,,FL,GAINESVILLE,2022-06-02 02:00:00.000,2022-05-21 02:00:00.000,2022-06-03 02:00:00.000
417,@ftlhockeyjocks2,K,10274,ftlhockeyjocks2,125,,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-06-02 02:00:00.000,2022-05-28 02:00:00.000,2022-06-03 02:00:00.000
418,@ty_robertsxxx,K,10275,ty_robertsxxx,124,330,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-06-03 02:00:00.000,2022-04-14 02:00:00.000,2022-06-03 02:00:00.000
419,@danny_steele_x,K,10307,danny_steele_x,89,53,"Orlando, FL",Orlando,FL,"Orlando, FL",,"Orlando, FL",,,,FL,ORLANDO,2022-06-02 02:00:00.000,2022-06-02 02:00:00.000,2022-06-03 02:00:00.000
420,@matt_williamx,K,10320,matt_williamx,78,67,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-06-02 02:00:00.000,2022-05-27 02:00:00.000,2022-06-03 02:00:00.000
421,@gay1738w,K,10358,gay1738w,45,,"Pensacola, FL",Pensacola,FL,"Pensacola, FL",,"Pensacola, FL",,,,FL,,2022-06-02 02:00:00.000,2022-06-02 02:00:00.000,2022-06-03 02:00:00.000
422,@theargonaut87,K,10359,theargonaut87,45,,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-06-02 02:00:00.000,2022-05-20 02:00:00.000,2022-06-03 02:00:00.000
423,@alexx_rush97,K,10395,alexx_rush97,19,6,"Orlando, FL",Orlando,FL,"Orlando, FL",,"Orlando, FL",,,,FL,ORLANDO,2022-06-02 02:00:00.000,2022-05-25 02:00:00.000,2022-06-03 02:00:00.000

